Accession Number,X = Inventoried,Genus,Species,Country,Date,Collector,UUID,Verified
A10483,X,Chordaria,flagelliformis,United States,1960 Jul 08,Tom B. Widdowson,262D6429-E178-5F4F-BFF5-8EBBA3F7F084,11/10/2019
A10476,X,Chordaria,flagelliformis,United States,1960 Jul 08,Tom B. Widdowson,544658DD-FCCD-4341-B809-CA9E5156915F,11/10/2019
A10482,X,Chordaria,flagelliformis,United States,1960 Jul 08,Tom B. Widdowson,0C5A6129-0B36-E245-9D28-F479299159F3,11/10/2019
A10480,X,Chordaria,flagelliformis,United States,1960 Jul 08,Tom B. Widdowson,C3742F80-F436-C141-B95E-17677DA9B494,11/10/2019
A10477,X,Chordaria,flagelliformis,United States,1960 Jul 08,Tom B. Widdowson,8B0ED95D-CDAB-DF4D-A978-AA112BF2EDD6,11/10/2019
A10481,X,Chordaria,flagelliformis,United States,1960 Jul 08,Tom B. Widdowson,73346905-26AC-6C4C-AED9-512C5F0A87C7,11/10/2019
A10469,X,Chordaria,flagelliformis,United States,1960 Jul 08,Tom B. Widdowson,88669956-B27F-4B43-A366-AF4679DC84D4,11/10/2019
A9436,X,Chordaria,flagelliformis,United States,1960 Jul 08,Tom B. Widdowson,0025D048-516B-434D-9D4D-5C40CAEE6BAF,11/10/2019
A10470,X,Chordaria,flagelliformis,United States,1960 Jul 08,Tom B. Widdowson,C15D7814-09B9-E042-AA1C-8B1028F5946F,11/10/2019
A3300,X.,Colpomenia,peregrina,Canada,1945 Aug 08,A.H. Hutchinson,2B4EC089-348B-C84D-8C41-272CA89FF841,11/10/2019
A48650,X.,Colpomenia,peregrina,Canada,1972 Jul 20,B. Patriquem,53FC2ABC-66CA-7547-9A72-5F4D0E432D64,11/10/2019
A50104,X.,Colpomenia,peregrina,Canada,1973 Aug 17,R. D. Hill,9211A70B-4976-8A40-987F-05C4E91F5B97,11/10/2019
A231,X.,Colpomenia,peregrina,Canada,1947 Sep 07,Robert F. Scagel,FE5F547F-0A64-7C45-881C-FBE02C252852,11/10/2019
A229,X.,Colpomenia,peregrina,Canada,1947 Jul 16,Robert F. Scagel,37CC3EBC-DBEA-5949-ADF7-7661D7CFA2A9,11/10/2019
A7471,X.,Colpomenia,peregrina,Canada,1959 Aug 05,Robert F. Scagel,18FAAEDF-361D-664C-8668-20F6445FD81C,11/10/2019
A3976,X.,Colpomenia,peregrina,Canada,1959 May 26,Tom B. Widdowson,EEEDC9B0-88FC-2E4B-AA12-D253455CAAFC,11/10/2019
A42706,X.,Colpomenia,peregrina,Canada,1969 Jun 01,Ken Baillie,6BC4D9FE-445F-A14D-9C3B-9FFBC780B272,11/10/2019
A40026,X.,Colpomenia,peregrina,Canada,1969 May 08,Ken Baillie,58BEDB75-239F-2C46-A07D-81DB6BF97690,11/10/2019
A46008,X.,Colpomenia,peregrina,Canada,1971 Nov 19,Peter R. Newroth,92B9D659-20E1-814B-A492-2B80024F1CB6,11/10/2019
A36141,X.,Colpomenia,peregrina,Canada,1968 Aug 09,Jim W. Markham,01A99319-A928-1D45-93FC-ED506FB5FB1B,11/10/2019
A35532,X.,Colpomenia,peregrina,Canada,1968 Aug 09,Jim W. Markham,8F30F7B2-3063-BF45-8BF2-9C3EE3B9A111,11/10/2019
A2591,X.,Colpomenia,peregrina,Canada,1958 Jul 15,Robert F. Scagel,42E997B7-77D8-9E4C-BA24-785846F9D882,11/10/2019
A11159,X.,Colpomenia,peregrina,Canada,1959 May 23,Tom B. Widdowson,43C68A33-D208-534C-BA2D-C4CB7EBC8FA7,11/10/2019
A67053,X.,Colpomenia,peregrina,Canada,1982 Jul 13,David J. Garbary,35EEFC60-9FBB-484C-84E3-EB5E03B5635B,11/10/2019
A67071,X.,Colpomenia,peregrina,Canada,10/7/1982,David J. Garbary,A018EAE2-0FC2-B44F-A2C0-ED8D419DDE59,11/10/2019
A63815,X.,Colpomenia,peregrina,Canada,1977 Jul 09,Anne Stewart,2C0A574C-DB10-F04A-85E4-6951711CD417,11/10/2019
A64414,X.,Colpomenia,peregrina,Canada,1981 Jul 14,David J. Garbary,62EAD905-E7AD-684A-B7B4-82A722724E28,11/10/2019
A64440,X.,Colpomenia,peregrina,Canada,1981 Jul 14,David J. Garbary,D1142DCB-E4CD-2849-B647-2AB105CA3E3A,11/10/2019
A64468,X.,Colpomenia,peregrina,Canada,1981 Jul 15,David J. Garbary,666C179A-7B87-FE43-951B-A1A42FFB3824,11/10/2019
A64608,X.,Colpomenia,peregrina,Canada,1981 Jul 19,David J. Garbary,19C1B5BB-6F27-634E-86F2-342DE5305C6F,11/10/2019
A3366,X.,Colpomenia,peregrina,Canada,1982 Apr 25,David J. Garbary,92313E56-0DF4-524C-A314-24C5A491992A,11/10/2019
A21634,X.,Colpomenia,peregrina,Canada,1982 Apr 25,David J. Garbary,B37D4410-27F7-2B41-A35D-F3EEBC8BA2B6,11/10/2019
A90487,X.,Colpomenia,peregrina,Canada,2012 Jul 06,Sandra C. Lindstrom,4F045D5A-5C96-1E48-AF24-CA2228D52E5A,11/10/2019
A27565,X,Coilodesme,californica,United States,1966 Jul 29,Jim W. Markham,33CAC01D-A9BA-B74E-A485-AFACD44CEC79,11/10/2019
A2317,X,Coilodesme,californica,Canada,1953 Jun 29,Robert F. Scagel,9E36C173-97DC-534B-BFF9-70F833C82B1B,11/10/2019
A47021,X,Coilodesme,californica,Canada,1972 Jun 12,Jim Fralick,ED85FABE-F9F4-8840-B954-89E0B48CCF71,11/10/2019
A33676,X,Coilodesme,californica,Canada,1968 Jun 10,Patrick Chamut,A8917264-E3A5-BC41-AF91-474413F27E1D,11/10/2019
A33110,X,Coilodesme,californica,Canada,1968 May 13,Patrick Chamut,990D61A4-E7BE-BC41-8A26-3E886D1B82D3,11/10/2019
A45504,X,Coilodesme,californica,Canada,1971 May 12,Julie L. Celestino,729D3EF8-7C5F-3649-8741-A013EB342A06,11/10/2019
A15753,X,Coilodesme,californica,Canada,1962 Jul 04,Robert K.S. Lee,678655CA-0637-A84E-AED1-FD75D0EE1B4F,11/10/2019
A17109,X,Coilodesme,californica,Canada,1962 Jul 05,Tom B. Widdowson,44AA1F60-1509-4D46-AF95-00D0438A9709,11/10/2019
A227,X,Coilodesme,californica,Canada,1917 Jun,N. L. Gardner,CB0AF048-9186-6C4D-BF3A-8F90AF04CE94,11/10/2019
A17213,X,Coilodesme,californica,Canada,1962 Jul 01,Tom B. Widdowson,731866A1-65FE-FF4D-8D66-DE6F580EA021,11/10/2019
A61430,X,Coilodesme,californica,United States,1977 Jun 18,Sandra C. Lindstrom,6B5029C7-138A-A348-BB5A-E013CF0BEFA3,11/10/2019
A61416,X,Coilodesme,californica,United States,1977 Jun 20,Sandra C. Lindstrom,095BD30E-9D43-E54A-8E88-C89DD9873566,11/10/2019
A9153,X,Coilodesme,californica,United States,1960 Jun 08,Tom B. Widdowson,D9C99423-A86C-204B-B336-97AA8540993D,11/10/2019
A20835,X,Coilodesme,californica,United States,1965 Jun 14,Arthur C. Mathieson,5FE6B800-43DC-FC4E-A411-2E95488C5CA2,11/10/2019
A20272,X,Coilodesme,californica,United States,1965 Jun 14,G. Robinson,47EAC140-8ACE-E441-88C2-31A6152F0B86,11/10/2019
A20849,X,Coilodesme,californica,United States,1965 Jun 14,Arthur C. Mathieson,9109ED28-6D33-0C4C-9E4D-012C3F3768EF,11/10/2019
A20762,X,Coilodesme,californica,United States,1965 Jun 18,Jim W. Markham,B8A43A80-A290-0E45-8131-63302C1DDF70,11/10/2019
A23636,X,Coilodesme,californica,United States,1965 Jun 30,Arthur C. Mathieson,6B944448-764B-3E4C-BD0F-4D6823AE3F11,11/10/2019
A23136,X,Coilodesme,californica,United States,1965 Jun 30,Arthur C. Mathieson,9D13D9FF-BA1F-2B4D-B245-7AD81EEF785A,11/10/2019
A26378,X,Coilodesme,californica,United States,1966 Jul 14,Patrick Chamut,A07BDEDA-9DDE-EA47-8E3D-6D8EBAD73725,11/10/2019
A70431,X,Coilodesme,californica,Canada,1987 Jul 12,Paul W. Gabrielson,6299B028-E267-D44B-97A7-D10E168B4FA0,11/10/2019
A69526,X,Coilodesme,californica,Canada,1987 Jul 12,Sandra C. Lindstrom,765306DC-C99B-FF4D-99A8-B254981699B4,11/10/2019
A66885,X,Coilodesme,californica,Canada,1982 May 11,Terry Klinger,AF21B058-8E28-EE4B-9837-71431C23F277,11/10/2019
A66884,X,Coilodesme,californica,Canada,1982 May 11,Terry Klinger,53AEDBCD-97EE-5947-8671-28A239A2FD6B,11/10/2019
A85894,X,Coilodesme,californica,United States,2004 Jun 09,Spencer Wood,FA41708F-07B2-2441-B701-B1B765C199AE,11/10/2019
A86817,X,Coilodesme,californica,United States,2005 May 25,Sandra C. Lindstrom,9CFC12B1-A335-124E-A74E-978DF992390F,11/10/2019
A57033,X,Coilodesme,californica,Canada,1953 Jul 29,Robert F. Scagel,ACB4CEB0-F9D9-7646-A9E3-DA0DE78715E5,11/10/2019
A57032,X,Coilodesme,californica,Canada,1953 Jul 29,Robert F. Scagel,F37C9938-95DB-5946-9C25-BF79303CF4ED,11/10/2019
A57035,X,Coilodesme,californica,Canada,1953 Jul 29,Robert F. Scagel,919F0FEA-C4EC-4548-A0D9-2C55CD4F66AD,11/10/2019
A57034,X,Coilodesme,californica,Canada,1953 Jul 29,Robert F. Scagel,E94E66AD-F033-1242-9741-20AE4B5D723D,11/10/2019
A89947,X,Coilodesme,californica,Canada,2012 May 06,Sandra C. Lindstrom,664CC07B-CC61-E549-8AFF-1C75E76C0B37,11/10/2019
A80573,x,Coilodesme,californica,United States,1989 Aug 01,Sandra C. Lindstrom,4B6DA1C3-01C6-6A40-8975-0BDFAB789E33,11/10/2019
A92714,X,Coilodesme,californica,United States,2016 May 27,Sandra C. Lindstrom,0C74F529-AA97-3E41-8B65-4A4C97C27231,11/10/2019
A92562,X,Coilodesme,californica,United States,2016 May 22,Sandra C. Lindstrom,0F59E8D9-76EE-6D4D-96FC-753DAAE19E85,11/10/2019
A92581,X,Coilodesme,californica,United States,2016 May 22,Sandra C. Lindstrom,6A14DE46-9724-8448-BFE4-53B88148288F,11/10/2019
A5207,x,Colpomenia,peregrina,Canada,1901 Jul 08,Conway Macmillan,37FAC457-62A3-8245-9608-2C4D90CFAFE3,11/10/2019
A40027,x,Colpomenia,peregrina,Canada,1969 May 18,Ken Baillie,84965949-F149-414B-A888-7F62778BB006,11/10/2019
A36788,x,Colpomenia,peregrina,Canada,1968 Aug 18,Jim W. Markham,173F3C03-3FE6-D34B-8F52-42B0CBB6CC28,11/10/2019
A36787,x,Colpomenia,peregrina,Canada,1968 Aug 18,Jim W. Markham,2446BC36-0722-C74B-AD43-9B7C4C1CF82F,11/10/2019
A36294,x,Colpomenia,peregrina,Canada,1968 Aug 16,Jim W. Markham,DE14FDB7-A1FC-FF48-B049-27D54EBB73F2,11/10/2019
A42062,x,Colpomenia,peregrina,Canada,1969 Aug 15,Ken Baillie,572CD076-3E3A-8C49-A84A-FBDBD79F3BA9,11/10/2019
A42013,x,Colpomenia,peregrina,Canada,1969 Aug 18,Ken Baillie,6BB6AEBD-5955-A04D-8B36-DE417E81E742,11/10/2019
A42038,x,Colpomenia,peregrina,Canada,1969 Aug 13,Ken Baillie,0F06251B-6CC0-8244-A3E9-8E93787F912A,11/10/2019
A42063,x,Colpomenia,peregrina,Canada,1969 Aug 15,Ken Baillie,69D049BF-2D76-4D46-B7E1-9C6DE52E2265,11/10/2019
A31795,x,Colpomenia,peregrina,Canada,1967 Sep 03,Ken Baillie,D19B4AA8-A00B-4D48-BCD4-19672CCA3889,11/10/2019
A31794,x,Colpomenia,peregrina,Canada,1967 Aug 17,Ken Baillie,C1122C90-7DC2-7E44-95CE-F51F26413440,11/10/2019
A29064,x,Colpomenia,peregrina,Canada,1967 Jul 20,Ken Baillie,6E738FA6-724B-604A-9BF6-42D255C6C90B,11/10/2019
A31474,x,Colpomenia,peregrina,Canada,1967 Aug 05,Ken Baillie,56E1AC40-2830-E341-AB10-345AFD48D933,11/10/2019
A29670,x,Colpomenia,peregrina,Canada,1967 May 25,Ken Baillie,94D3058B-F2BE-3B40-AE7F-421C32D5C599,11/10/2019
A29470,x,Colpomenia,peregrina,Canada,1967 May 13,Ken Baillie,242F42D3-2D81-A34A-A766-909D72D6C4DF,11/10/2019
A35282,x,Colpomenia,peregrina,Canada,1968 Jul 24,Danny R. Pace,FD598BC8-739B-0F45-A8FA-DF41F1EEDAE8,11/10/2019
A45505,x,Colpomenia,peregrina,Canada,1971 May 12,Jim W. Markham,79E6C335-0AD3-6946-986C-EBFEADFE18CC,11/10/2019
A39349,x,Colpomenia,peregrina,Canada,1968 Oct 25,Danny R. Pace,C9BA54D2-BABE-7546-8CE3-4F1698F96996,11/10/2019
A38828,x,Colpomenia,peregrina,Canada,1968 Oct 25,Danny R. Pace,301842AD-D2B4-8B48-8EC2-E11386D02938,11/10/2019
A32630,x,Colpomenia,peregrina,Canada,1968 Apr 16,M. Chihara,24FDEE26-C658-E946-B164-3998903562B9,11/10/2019
A62760,x,Colpomenia,peregrina,Canada,1908 May 30,anonymous,D54D29DF-BCDB-6649-AA24-D66B464A1D99,11/10/2019
A69299,x,Colpomenia,peregrina,Canada,1987 Aug 07,Sandra C. Lindstrom,BC20CBF5-9663-B944-85FA-AD9C73095E64,11/10/2019
A70931,x,Colpomenia,peregrina,Canada,1990 Mar 03,J.C.Oliveira,B416A74B-E259-3F46-B60C-88A0B29EF738,11/10/2019
A36143,x,Costaria,costata,Canada,1968 Aug 10,Jim W. Markham,028945BC-8FEA-444D-A636-F68F5C3B50E8,11/10/2019
A11973,x,Costaria,costata,Canada,1959 May 21,Tom B. Widdowson,091ECE20-C559-8846-A1E5-12F2510DCEC2,11/10/2019
A5121,x,Costaria,costata,Canada,1953 Apr 15,R. E. Harris,9AAA3782-148D-3546-8E8E-5C5B03974725,11/10/2019
A238,x,Costaria,costata,Canada,1946 Jul 14,Robert F. Scagel,AC8B0A3B-D517-8D41-AD19-E5F1EC6800D2,11/10/2019
A45649,x,Costaria,costata,Canada,1969 Jul 12,S. C. P. O'brien,1FEDC7BD-663C-EB4F-8373-4DB27CA97F01,11/10/2019
A45723,x,Costaria,costata,Canada,1968 Sep 28,S. C. P. O'brien,498A2C13-2931-5A47-91DE-37815DAC409E,11/10/2019
A45722,x,Costaria,costata,Canada,1968 Sep 28,S. C. P. O'brien,879B2744-2E3E-DF43-A72C-97D087AC0609,11/10/2019
A45721,x,Costaria,costata,Canada,1968 Aug 23,S. C. P. O'brien,C245FB9C-9C7E-3F4D-BEA2-F7F992350C58,11/10/2019
A45720,x,Costaria,costata,Canada,1968 Aug 23,S. C. P. O'brien,2FBE2E57-10C5-9643-B7F1-582956922B93,11/10/2019
A45719,x,Costaria,costata,Canada,1968 Jun 13,S. C. P. O'brien,F5C05951-28EB-874B-85B0-836CC13DEF94,11/10/2019
A45730,x,Costaria,costata,Canada,1969 Jun 01,S. C. P. O'brien,BBE8370D-3D97-AF46-B1E9-383D0730ABDC,11/10/2019
A45742,x,Costaria,costata,Canada,1969 Apr 24,S. C. P. O'brien,ED15C63D-2A51-C745-A9F7-A936E7396C31,11/10/2019
A45726,x,Costaria,costata,Canada,1969 Sep 06,S. C. P. O'brien,964DFC3C-0A22-2140-A2A1-2A1E2C79EE98,11/10/2019
A45725,x,Costaria,costata,Canada,1968 Sep 28,S. C. P. O'brien,2DF13618-ADB3-B647-842B-7806680150FD,11/10/2019
A45732,x,Costaria,costata,Canada,1969 Jun 18,S. C. P. O'brien,C2E7D15D-08DC-B04A-955C-C6E8786F925C,11/10/2019
A45731,x,Costaria,costata,Canada,1969 Jul 15,S. C. P. O'brien,9BFFF520-1CC0-BE46-A441-65CF98D427D7,11/10/2019
A45738,x,Costaria,costata,Canada,1969 Aug 13,S. C. P. O'brien,15D19131-D782-724C-A195-3C44811578E8,11/10/2019
A45741,x,Costaria,costata,Canada,1969 Jul 15,S. C. P. O'brien,CCD7A94C-B118-934E-9D60-CC9E7AA16634,11/10/2019
A4461,x,Costaria,costata,Canada,1958 May 08,Tom B. Widdowson,D1A91249-5F39-2747-B895-65E1274AFF44,11/10/2019
A7375,x,Costaria,costata,Canada,1959 Jul 07,Tom B. Widdowson,F464E0EE-18DA-0643-A599-6FEC8AAFA424,11/10/2019
A7376,x,Costaria,costata,Canada,1959 Jul 21,Tom B. Widdowson,657852CE-DF4F-4843-AEC5-C4C9DFD858AD,11/10/2019
A3978,x,Costaria,costata,Canada,1959 May 23,Tom B. Widdowson,76A64CCD-7F4E-464F-831A-A2C22E0ED724,11/10/2019
A7378,x,Costaria,costata,Canada,1959 Aug 16,Tom B. Widdowson,AE945366-5A61-E04C-B049-215572C7159E,11/10/2019
A7370,x,Costaria,costata,Canada,1959 Jun 25,Tom B. Widdowson,C4FF43B1-E963-304B-B76F-1AD47FFEAF24,11/10/2019
A4497,x,Costaria,costata,Canada,1957 Jul 17,Tom B. Widdowson,2DA2B817-3661-E745-B70E-D71514C5772C,11/10/2019
A45763,x,Costaria,costata,Canada,1969 Mar 09,S. O'brien,7CDBB5E2-02B3-2244-B514-72C0E06A325B,11/10/2019
A45764,x,Costaria,costata,Canada,1969 Mar 30,S. O'brien,D27A8186-3894-1D4A-B227-C90172F34C29,11/10/2019
A45765,x,Costaria,costata,Canada,1969 Mar 09,S. O'brien,81E44642-9E9A-5148-BB7C-7F6FDC2309A3,11/10/2019
A45766,x,Costaria,costata,Canada,1969 Feb 22,S. O'brien,25936C45-F461-4F4D-A5C9-B98E5FAE8028,11/10/2019
A45729,x,Costaria,costata,Canada,1969 Jul 12,S. O'brien,5C789009-2202-C840-9C7D-F5B6CA0B9683,11/10/2019
A44360,x,Chordaria,linearis,Chile,1970 Feb 10,Jim W. Markham,4C874612-EB57-2046-81A5-B8C124F84917,11/10/2019
A50707,x,Colpomenia,peregrina,Chile,1965 Jan 25,I. Efford,5C6F11BC-3583-E740-BA12-2AAB15F6914E,11/10/2019
A50706,x,Colpomenia,peregrina,Chile,1965 Jan 25,I. Efford,579D5773-A98E-5449-A7AF-07F3298A7323,11/10/2019
A43095,x,Colpomenia,peregrina,Venezuela,1968 Nov 09,E. K. Ganesan,13F65FB2-D651-FB46-B14C-EDAC3FEA75F0,11/10/2019
A59620,x,Colpomenia,peregrina,Australia,1912 Sep,Josephine E. Tilden,BF0EE0A8-F2C8-EA4D-8A48-8074A39BA999,11/10/2019
A17366,x,Colpomenia,peregrina,Bermuda,1950 Dec 07,Albert J. Bernatowicz,09719B1B-F0C3-0843-B707-895F62F48EB7,11/10/2019
A7170,x,Colpomenia,peregrina,Japan,1957 Nov 10,Robert F. Scagel,865D4822-F78E-444A-AC34-747FE3BED7E5,11/10/2019
A56344,x,Colpomenia,peregrina,United States,1962 Apr 08,Roy Tsuda,28CF06FA-F0DF-B04B-B49B-F9CFC1972245,11/10/2019
A56342,x,Colpomenia,peregrina,United States,1955 Oct 15,A.J. Gilmartin,F135204B-A09E-9F4B-8F76-CD544B37EBC1,11/10/2019
A17379,x,Colpomenia,peregrina,Bermuda,1951 Jan 22,Albert J. Bernatowicz,30425057-D115-A24D-8DDC-297859EC2FAD,11/10/2019
A6074,x,Colpomenia,peregrina,United States,1949 Mar 10,Wm. R. Taylor,1B8C7F07-1332-3247-A383-96DBFAEF59B9,11/10/2019
A6088,x,Colpomenia,peregrina,Bermuda,1949 Nov 23,Wm. R. Taylor,C1ADC53F-713F-A246-9C3B-86235F8BD1DC,11/10/2019
A16186,x,Colpomenia,peregrina,Australia,1957 Dec 12,Robert F. Scagel,F2426897-B7F3-CD41-B48D-6DB1D27F016C,11/10/2019
A2752,x,Colpomenia,peregrina,Australia,1957 Dec 13,Robert F. Scagel,F2D0CF8B-7C99-8A44-B85F-DAB23948379C,11/10/2019
A87643,x,Colpomenia,sinosa,New Zealand,2006 Feb 15,Mitsuo Kajimura,0B637D37-E79C-DE4E-9B7E-43B7D7EEBF01,11/10/2019
A67379,x,Colpomenia,sinuosa,Japan,1982 May 19,Michael W. Hawkes,E331385E-7CEC-BE4E-B463-65035CC29FF7,11/10/2019
A30969,x,Colpomenia,sinuosa,Fiji,1982 Feb 21,S. Villeneuve,B87755CA-F4CB-F441-879A-5A417E7D7E19,11/10/2019
A30715,x,Colpomenia,sinuosa,Fiji,1982 Feb 15,S. Villeneuve,02602C8B-06AF-494E-B079-0BF2B60D3DB5,11/10/2019
A22755,x,Colpomenia,sinuosa,Fiji,1982 Feb 16,S. Villeneuve,1FB93371-DB6A-0943-A3EE-2B5670BAA3FD,11/10/2019
A24798,x,Colpomenia,sinuosa,Fiji,1980 Jul 25,Robert F. Scagel,7B52FEA8-40D8-D54B-97BD-AC886F980470,11/10/2019
A24796,x,Colpomenia,sinuosa,Fiji,1980 Jul 24,Robert F. Scagel,122A3585-1742-024D-AAB2-C7506F22BA00,11/10/2019
A68329,x,Colpomenia,sinuosa,United States,1985 Feb,J. R. Stein,A0448D97-61D9-1246-ABC2-62E7121EDBE4,11/10/2019
A68382,x,Colpomenia,sinuosa,Japan,1985 May 06,J. Tanaka,AC23F074-C58F-CC44-8EEC-96F5D50B91A9,11/10/2019
A69194,x,Colpomenia,sinuosa,Australia,1980 Nov 09,H.B.S. Womersley,936D18C6-F2C7-3145-8586-8BD171A56764,11/10/2019
A82744,x,Colpomenia,sinuosa,Japan,1988 Apr 17,S. Enomoto,3C50B7A0-CA3A-B34F-AF86-E75B839E0139,11/10/2019
A84566,x,Colpomenia,sinuosa,Japan,1979 Aug 02,Mitsuo Kajimura,153CE77D-7097-0241-84B1-ACEF209E0A6C,11/10/2019
A88397,x,Colpomenia,sinuosa,Australia,2008 Dec 07,Sandra C. Lindstrom,546CC8A4-ADBD-BC4A-8AA7-2FC90B444A92,11/10/2019
A11712,x,Coilodesme,californica,United States,1955 Jun 21,Robert F. Scagel,B207AB0E-0471-644F-A1C9-7BB1393EFD50,11/10/2019
A39731,x,Coilodesme,californica,United States,1955 Jun 21,Robert F. Scagel,4EF20EAF-D8AC-0F48-AEA6-A370345C9DC1,11/10/2019
A11710,x,Coilodesme,californica,United States,1955 Jun 21,Robert F. Scagel,A1AF901B-3C6A-ED4E-9E6E-5BCE580D257D,11/10/2019
A11711,x,Coilodesme,californica,United States,1955 Jun 21,Robert F. Scagel,26EA14EB-E528-914D-9FF9-42B9FACC6024,11/10/2019
A224,x,Coilodesme,californica,United States,1949 May 27,Robert F. Scagel,79E63271-8411-8344-8220-061E870D4D0C,11/10/2019
A61037,x,Coilodesme,californica,United States,1979 Aug 08,David J. Garbary,09C4118B-4728-EC44-AFA3-00491A39C1C8,11/10/2019
A61038,x,Coilodesme,californica,United States,1979 Aug 08,David J. Garbary,9B825B96-D7EB-0346-AED0-A5A97946A4C1,11/10/2019
A61102,x,Coilodesme,californica,United States,1979 Aug 08,David J. Garbary,EC8EBB1D-0D26-2145-930C-59C3AA280F81,11/10/2019
A62100,x,Coilodesme,californica,United States,1979 Aug 08,E. Henry,9F26D097-3744-424B-9074-16091C0D05F9,11/10/2019
A62099,x,Coilodesme,californica,United States,1979 Aug 08,E. Henry,4B0783FE-1102-7948-99B6-90FAC75BAE42,11/10/2019
A24463,x,Coilodesme,californica,United States,1966 Jun 09,Jim W. Markham,19C4765E-205E-7E45-B34E-D48BE5C4DBDC,11/10/2019
A25925,x,Coilodesme,cystoseirae,United States,1966 Jul 09,Jim W. Markham,39F18AE0-3D10-F74B-A6DB-79EC36EC167B,11/10/2019
A63409,x,Coilodesme,cystoseirae,United States,1980 Jun 08,Dennis Lees,2C411EE7-C191-A844-9F77-C722B3C0F4C4,11/10/2019
A90147,x,Coilodesme,cystoseirae,United States,2012 Aug 29,Sandra C. Lindstrom,6A3BA07E-EEE5-314E-A26F-9164BC5D7611,11/10/2019
A91001,x,Coilodesme,cystoseirae,United States,2008 Aug 07,Sandra C. Lindstrom,63F329CB-A5E3-5549-899C-841029EE8B3C,11/10/2019
A91007,x,Coilodesme,cystoseirae,United States,2008 Aug 06,Sandra C. Lindstrom,01BF86BA-F4AB-FB44-966A-800495DC2EF0,11/10/2019
A91054,x,Coilodesme,cystoseirae,United States,2013 Jul 23,Sandra C. Lindstrom,6C7FB921-06CC-6F41-A5A1-3F388084EBAD,11/10/2019
A91172,x,Coilodesme,cystoseirae,United States,2009 Aug 09,Sandra C. Lindstrom,D954548B-F0B5-6C42-8817-56717A0CD60E,11/10/2019
A80654,x,Coilodesme,cystoseirae,United States,1989 Jul 24,Sandra C. Lindstrom,7259B938-3C92-8548-9A70-C08446C17724,11/10/2019
A80624,x,Coilodesme,cystoseirae,United States,1989 Jul 28,Sandra C. Lindstrom,DC51F4AF-7863-B145-8303-C965FD75300C,11/10/2019
A85893,x,Coilodesme,fucicola,United States,2004 Jun 05,Roly Russell,CE48F420-0B2F-5349-A681-9E3E3786E5EC,11/10/2019
A86038,x,Coilodesme,fucicola,United States,2007 Jul 03,Spencer Wood,B0ED48AC-6690-654B-BEBC-5321027E649F,11/10/2019
A87125,x,Coilodesme,fucicola,United States,2005 Jun 02,Sandra C. Lindstrom,98EF05CD-0B10-A14A-84AB-666469AB06E3,11/10/2019
A87374,x,Coilodesme,fucicola,United States,2008 Jun 04,Sandra C. Lindstrom,ACA58879-9EE1-9444-B39C-C931740E2061,11/10/2019
A87418,x,Coilodesme,fucicola,United States,2008 Jun 04,Sandra C. Lindstrom,73B056E7-F9B1-9A40-B7A8-FE8146DC5CAE,11/10/2019
A92493,x,Coilodesme,fucicola,United States,1968 Mar 14,Mike J. Wynne,4E2DB536-814C-BF47-917C-F0880CA6AA38,11/10/2019
A56348,x,Coilodesme,japonica,Japan,1951 Jun 06,Y. Nakamura,7497B698-05B4-2D44-B71F-C8BA579FB7AB,11/10/2019
A67276,x,Coilodesme,japonica,Japan,1982 May 21,Michael W. Hawkes,B8B5A148-EDFC-F34D-9AF8-9BC13CEA13E3,11/10/2019
A84670,x,Coilodesme,japonica,Japan,2001 Apr 27,T. Kitayama,D6D1ABC7-EB3F-0747-ABFF-43B89B12B8AD,11/10/2019
A47120,x,Coilodesme,plana,United States,1972 Jul 27,Robert Setzer,B73DCCA3-0192-5448-BD3C-AE4D2C1D41E0,11/10/2019
A47121,x,Coilodesme,rigida,United States,1972 Mar 11,R. Given,8D684457-D5F5-864A-B1BB-07EBD837DCED,11/10/2019
A39350,x,Colpomenia,peregrina,Canada,1968 Oct 13,Patrick Chamut,4249B76A-FAC2-0448-9B9B-B8CEEC987B21,11/10/2019
A36786,x,Colpomenia,peregrina,Canada,1968 Aug 18,Jim W. Markham,9D2D5A10-73A4-2D4A-8744-D38E0316505E,11/10/2019
A5123,x,Costaria,costata,Canada,1953 Apr 15,R. E. Harris,0E02330F-5CBC-F049-97FE-BA3D4C404B2A,11/10/2019
A5122,x,Costaria,costata,Canada,1953 Apr 15,R. E. Harris,36422AD4-2AB1-1D4C-BA41-C75596FC248E,11/10/2019
A19413,x,Costaria,costata,Canada,1964 Oct 07,Robert K.S. Lee,D51905CF-1732-2848-AF5B-205EE4265CA8,11/10/2019
A54569,x,Costaria,costata,Canada,1976 Mar 24,C. Tanner,99790211-5E9F-C049-90F1-E23AA20C7215,11/10/2019
A55333,x,Costaria,costata,Canada,1976 Mar 30,Michael W. Hawkes,56300185-F81D-0D4A-93C9-9A32D5243BD5,11/10/2019
A16336,x,Costaria,costata,Canada,1963 Jun 24,Robert K.S. Lee,60AF2513-F883-EB45-8CF5-A45B325F2547,11/10/2019
A16891,x,Costaria,costata,Canada,1963 Jun 23,Robert K.S. Lee,115B9A6E-6A1B-0940-850D-EC74301259FC,11/10/2019
A16636,x,Costaria,costata,Canada,1963 Jun 21,E. Menez,DDB03A5F-902B-6C4B-AD99-EA8FD604E19F,11/10/2019
